type,fold,rna_idx,drug_idx,label,split
both,1,276,118,0,train
both,1,373,76,0,train
both,1,593,40,0,train
both,1,484,15,0,train
both,1,285,84,0,train
both,1,390,86,0,train
both,1,443,108,0,train
both,1,434,17,0,train
both,1,444,74,0,train
both,1,493,93,0,train
both,1,299,15,0,train
both,1,470,67,0,train
both,1,320,49,0,train
both,1,444,118,0,train
both,1,588,55,0,train
both,1,522,22,0,train
both,1,536,84,0,train
both,1,149,18,0,train
both,1,233,23,0,train
both,1,262,118,0,train
both,1,40,75,0,train
both,1,437,60,0,train
both,1,171,111,0,train
both,1,495,110,0,train
both,1,144,67,0,train
both,1,240,27,0,train
both,1,518,76,0,train
both,1,251,108,0,train
both,1,384,50,0,train
both,1,389,44,0,train
both,1,579,63,0,train
both,1,79,35,0,train
both,1,206,19,0,train
both,1,267,59,0,train
both,1,75,46,0,train
both,1,396,62,0,train
both,1,564,26,0,train
both,1,89,120,0,train
both,1,375,100,0,train
both,1,386,50,0,train
both,1,559,112,0,train
both,1,491,43,0,train
both,1,250,98,0,train
both,1,395,112,0,train
both,1,525,8,0,train
both,1,500,117,0,train
both,1,74,110,0,train
both,1,130,115,0,train
both,1,352,81,0,train
both,1,549,106,0,train
both,1,571,50,0,train
both,1,593,43,0,train
both,1,421,118,0,train
both,1,258,102,0,train
both,1,156,57,0,train
both,1,38,79,0,train
both,1,79,110,0,train
both,1,384,98,0,train
both,1,605,20,0,train
both,1,65,86,0,train
both,1,84,84,0,train
both,1,307,75,0,train
both,1,482,24,0,train
both,1,20,64,0,train
both,1,379,79,0,train
both,1,556,1,0,train
both,1,325,23,0,train
both,1,180,10,0,train
both,1,595,94,0,train
both,1,563,108,0,train
both,1,224,119,0,train
both,1,91,75,0,train
both,1,395,61,0,train
both,1,221,94,0,train
both,1,127,31,0,train
both,1,528,77,0,train
both,1,380,46,0,train
both,1,543,64,0,train
both,1,385,61,0,train
both,1,102,93,0,train
both,1,344,101,0,train
both,1,366,43,0,train
both,1,465,17,0,train
both,1,123,73,0,train
both,1,325,89,0,train
both,1,443,63,0,train
both,1,412,76,0,train
both,1,126,47,0,train
both,1,264,42,0,train
both,1,108,60,0,train
both,1,195,19,0,train
both,1,317,9,0,train
both,1,119,112,0,train
both,1,422,14,0,train
both,1,206,44,0,train
both,1,413,26,0,train
both,1,481,97,0,train
both,1,64,64,0,train
both,1,541,49,0,train
both,1,396,43,0,train
both,1,246,15,0,train
both,1,560,108,0,train
both,1,190,53,0,train
both,1,403,75,0,train
both,1,299,102,0,train
both,1,205,13,0,train
both,1,574,11,0,train
both,1,207,71,0,train
both,1,389,79,0,train
both,1,370,117,0,train
both,1,47,12,0,train
both,1,424,87,0,train
both,1,240,75,0,train
both,1,528,88,0,train
both,1,500,37,0,train
both,1,375,59,0,train
both,1,485,100,0,train
both,1,236,75,0,train
both,1,230,109,0,train
both,1,582,97,0,train
both,1,365,80,0,train
both,1,559,23,0,train
both,1,416,10,0,train
both,1,376,19,0,train
both,1,483,108,0,train
both,1,379,37,0,train
both,1,84,2,0,train
both,1,219,43,0,train
both,1,319,8,0,train
both,1,424,53,0,train
both,1,207,31,0,train
both,1,314,97,0,train
both,1,25,28,0,train
both,1,16,34,0,train
both,1,1,61,0,train
both,1,27,25,0,train
both,1,41,49,0,train
both,1,481,11,0,train
both,1,254,112,0,train
both,1,322,32,0,train
both,1,74,2,0,train
both,1,595,0,0,train
both,1,473,20,0,train
both,1,421,63,0,train
both,1,242,81,0,train
both,1,159,115,0,train
both,1,286,9,0,train
both,1,12,8,0,train
both,1,124,111,0,train
both,1,419,113,0,train
both,1,93,15,0,train
both,1,209,23,0,train
both,1,567,84,0,train
both,1,573,35,0,train
both,1,547,101,0,train
both,1,489,120,0,train
both,1,558,28,0,train
both,1,403,35,0,train
both,1,509,102,0,train
both,1,314,32,0,train
both,1,175,120,0,train
both,1,518,0,0,train
both,1,267,61,0,train
both,1,549,62,0,train
both,1,526,118,0,train
both,1,294,27,0,train
both,1,561,59,0,train
both,1,142,49,0,train
both,1,523,79,0,train
both,1,579,59,0,train
both,1,471,82,0,train
both,1,387,74,0,train
both,1,303,100,0,train
both,1,451,70,0,train
both,1,11,110,0,train
both,1,94,63,0,train
both,1,476,21,0,train
both,1,406,82,0,train
both,1,445,75,0,train
both,1,269,30,0,train
both,1,614,20,0,train
both,1,445,25,0,train
both,1,450,102,0,train
both,1,541,30,0,train
both,1,433,49,0,train
both,1,375,31,0,train
both,1,533,79,0,train
both,1,283,34,0,train
both,1,452,4,0,train
both,1,439,51,0,train
both,1,352,31,0,train
both,1,256,67,0,train
both,1,240,19,0,train
both,1,352,28,0,train
both,1,286,118,0,train
both,1,379,105,0,train
both,1,33,98,0,train
both,1,397,2,0,train
both,1,559,2,0,train
both,1,99,81,0,train
both,1,349,67,0,train
both,1,229,15,0,train
both,1,413,74,0,train
both,1,420,19,0,train
both,1,22,111,0,train
both,1,557,44,0,train
both,1,460,23,0,train
both,1,98,38,0,train
both,1,134,75,0,train
both,1,408,21,0,train
both,1,328,61,0,train
both,1,195,86,0,train
both,1,241,62,0,train
both,1,352,52,0,train
both,1,217,97,0,train
both,1,378,59,0,train
both,1,260,34,0,train
both,1,360,26,0,train
both,1,167,46,0,train
both,1,415,32,0,train
both,1,274,70,0,train
both,1,452,76,0,train
both,1,396,17,0,train
both,1,73,51,0,train
both,1,538,55,0,train
both,1,84,52,0,train
both,1,35,108,0,train
both,1,359,2,0,train
both,1,556,60,0,train
both,1,605,23,0,train
both,1,151,120,0,train
both,1,207,115,0,train
both,1,236,11,0,train
both,1,537,119,0,train
both,1,588,115,0,train
both,1,129,88,0,train
both,1,410,47,0,train
both,1,588,37,0,train
both,1,236,27,0,train
both,1,96,106,0,train
both,1,161,52,0,train
both,1,539,15,0,train
both,1,243,81,0,train
both,1,567,97,0,train
both,1,34,8,0,train
both,1,194,50,0,train
both,1,147,53,0,train
both,1,619,40,0,train
both,1,504,95,0,train
both,1,80,52,0,train
both,1,372,97,0,train
both,1,26,12,0,train
both,1,37,13,0,train
both,1,138,15,0,train
both,1,351,102,0,train
both,1,428,43,0,train
both,1,26,7,0,train
both,1,284,28,0,train
both,1,253,46,0,train
both,1,620,49,0,train
both,1,246,119,0,train
both,1,183,93,0,train
both,1,465,81,0,train
both,1,334,46,0,train
both,1,111,77,0,train
both,1,219,119,0,train
both,1,170,25,0,train
both,1,263,9,0,train
both,1,583,19,0,train
both,1,612,88,0,train
both,1,434,76,0,train
both,1,178,19,0,train
both,1,459,98,0,train
both,1,293,115,0,train
both,1,252,109,0,train
both,1,12,30,0,train
both,1,306,8,0,train
both,1,350,67,0,train
both,1,587,25,0,train
both,1,209,16,0,train
both,1,481,1,0,train
both,1,348,21,0,train
both,1,461,94,0,train
both,1,610,11,0,train
both,1,295,115,0,train
both,1,147,111,0,train
both,1,427,112,0,train
both,1,111,73,0,train
both,1,465,109,0,train
both,1,93,84,0,train
both,1,216,14,0,train
both,1,525,81,0,train
both,1,351,64,0,train
both,1,297,62,0,train
both,1,279,13,0,train
both,1,134,30,0,train
both,1,596,80,0,train
both,1,1,51,0,train
both,1,96,89,0,train
both,1,356,76,0,train
both,1,434,28,0,train
both,1,481,119,0,train
both,1,410,37,0,train
both,1,357,109,0,train
both,1,430,51,0,train
both,1,313,80,0,train
both,1,254,9,0,train
both,1,344,25,0,train
both,1,584,59,0,train
both,1,219,22,0,train
both,1,424,8,0,train
both,1,18,23,0,train
both,1,511,51,0,train
both,1,129,62,0,train
both,1,440,12,0,train
both,1,7,18,0,train
both,1,437,119,0,train
both,1,166,30,0,train
both,1,50,60,0,train
both,1,128,77,0,train
both,1,4,106,0,train
both,1,38,27,0,train
both,1,152,10,0,train
both,1,356,60,0,train
both,1,236,1,0,train
both,1,276,109,0,train
both,1,495,64,0,train
both,1,23,81,0,train
both,1,167,17,0,train
both,1,406,56,0,train
both,1,270,50,0,train
both,1,403,37,0,train
both,1,412,112,0,train
both,1,11,84,0,train
both,1,595,113,0,train
both,1,108,113,0,train
both,1,594,1,0,train
both,1,23,105,0,train
both,1,311,96,0,train
both,1,496,84,0,train
both,1,219,14,0,train
both,1,333,46,0,train
both,1,610,84,0,train
both,1,586,11,0,train
both,1,97,75,0,train
both,1,418,11,0,train
both,1,582,40,0,train
both,1,514,38,0,train
both,1,477,89,0,train
both,1,468,4,0,train
both,1,434,21,0,train
both,1,100,26,0,train
both,1,333,76,0,train
both,1,458,113,0,train
both,1,345,102,0,train
both,1,99,62,0,train
both,1,364,101,0,train
both,1,604,73,0,train
both,1,436,13,0,train
both,1,590,23,0,train
both,1,494,111,0,train
both,1,433,80,0,train
both,1,255,43,0,train
both,1,607,102,0,train
both,1,23,98,0,train
both,1,558,115,0,train
both,1,443,19,0,train
both,1,378,84,0,train
both,1,364,22,0,train
both,1,487,19,0,train
both,1,97,57,0,train
both,1,358,59,0,train
both,1,166,97,0,train
both,1,468,88,0,train
both,1,443,40,0,train
both,1,423,31,0,train
both,1,136,117,0,train
both,1,386,88,0,train
both,1,92,77,0,train
both,1,517,96,0,train
both,1,175,56,0,train
both,1,560,74,0,train
both,1,566,88,0,train
both,1,403,40,0,train
both,1,588,109,0,train
both,1,504,49,0,train
both,1,476,24,0,train
both,1,328,108,0,train
both,1,165,101,0,train
both,1,362,30,0,train
both,1,34,102,0,train
both,1,461,15,0,train
both,1,450,61,0,train
both,1,621,117,0,train
both,1,359,105,0,train
both,1,146,94,0,train
both,1,255,61,0,train
both,1,304,10,0,train
both,1,11,113,0,train
both,1,579,61,0,train
both,1,536,118,0,train
both,1,446,84,0,train
both,1,164,119,0,train
both,1,152,109,0,train
both,1,420,51,0,train
both,1,571,101,0,train
both,1,408,0,0,train
both,1,271,71,0,train
both,1,483,96,0,train
both,1,314,87,0,train
both,1,379,70,0,train
both,1,267,7,0,train
both,1,602,31,0,train
both,1,325,20,0,train
both,1,202,42,0,train
both,1,587,70,0,train
both,1,3,38,0,train
both,1,445,14,0,train
both,1,314,119,0,train
both,1,197,27,0,train
both,1,605,47,0,train
both,1,325,88,0,train
both,1,572,50,0,train
both,1,83,10,0,train
both,1,200,9,0,train
both,1,291,64,0,train
both,1,262,17,0,train
both,1,423,105,0,train
both,1,268,63,0,train
both,1,16,44,0,train
both,1,98,53,0,train
both,1,587,37,0,train
both,1,347,10,0,train
both,1,343,27,0,train
both,1,36,38,0,train
both,1,222,100,0,train
both,1,363,35,0,train
both,1,601,52,0,train
both,1,51,59,0,train
both,1,9,115,0,train
both,1,65,102,0,train
both,1,335,97,0,train
both,1,566,75,0,train
both,1,602,52,0,train
both,1,324,1,0,train
both,1,283,64,0,train
both,1,522,34,0,train
both,1,294,109,0,train
both,1,309,40,0,train
both,1,198,82,0,train
both,1,378,100,0,train
both,1,17,64,0,train
both,1,3,47,0,train
both,1,268,29,0,train
both,1,220,76,0,train
both,1,595,86,0,train
both,1,480,7,0,train
both,1,59,77,0,train
both,1,351,13,0,train
both,1,362,119,0,train
both,1,324,37,0,train
both,1,334,117,0,train
both,1,91,53,0,train
both,1,364,81,0,train
both,1,415,59,0,train
both,1,108,7,0,train
both,1,108,44,0,train
both,1,538,13,0,train
both,1,185,15,0,train
both,1,317,106,0,train
both,1,313,32,0,train
both,1,127,97,0,train
both,1,559,56,0,train
both,1,517,35,0,train
both,1,520,94,0,train
both,1,157,23,0,train
both,1,245,31,0,train
both,1,179,17,0,train
both,1,619,84,0,train
both,1,478,24,0,train
both,1,191,46,0,train
both,1,394,119,0,train
both,1,64,63,0,train
both,1,160,37,0,train
both,1,556,38,0,train
both,1,96,9,0,train
both,1,297,115,0,train
both,1,425,34,0,train
both,1,119,87,0,train
both,1,551,120,0,train
both,1,520,47,0,train
both,1,604,19,0,train
both,1,512,64,0,train
both,1,195,7,0,train
both,1,397,80,0,train
both,1,138,52,0,train
both,1,237,30,0,train
both,1,409,119,0,train
both,1,551,109,0,train
both,1,187,23,0,train
both,1,352,55,0,train
both,1,0,32,0,train
both,1,578,93,0,train
both,1,125,63,0,train
both,1,26,119,0,train
both,1,119,23,0,train
both,1,14,100,0,train
both,1,253,26,0,train
both,1,344,56,0,train
both,1,510,10,0,train
both,1,232,77,0,train
both,1,417,15,0,train
both,1,47,55,0,train
both,1,358,79,0,train
both,1,150,94,0,train
both,1,362,110,0,train
both,1,345,15,0,train
both,1,494,48,0,train
both,1,422,5,0,train
both,1,551,34,0,train
both,1,436,49,0,train
both,1,378,102,0,train
both,1,133,73,0,train
both,1,538,45,0,train
both,1,271,15,0,train
both,1,395,14,0,train
both,1,162,26,0,train
both,1,289,25,0,train
both,1,73,89,0,train
both,1,328,45,0,train
both,1,79,101,0,train
both,1,390,84,0,train
both,1,467,11,0,train
both,1,264,40,0,train
both,1,32,24,0,train
both,1,71,110,0,train
both,1,186,19,0,train
both,1,489,96,0,train
both,1,561,10,0,train
both,1,257,67,0,train
both,1,274,25,0,train
both,1,345,28,0,train
both,1,36,43,0,train
both,1,348,22,0,train
both,1,497,62,0,train
both,1,190,67,0,train
both,1,236,64,0,train
both,1,424,115,0,train
both,1,37,115,0,train
both,1,538,46,0,train
both,1,422,47,0,train
both,1,498,30,0,train
both,1,418,38,0,train
both,1,103,55,0,train
both,1,40,120,0,train
both,1,547,43,0,train
both,1,284,44,0,train
both,1,266,108,0,train
both,1,4,120,0,train
both,1,170,8,0,train
both,1,391,57,0,train
both,1,303,62,0,train
both,1,371,86,0,train
both,1,351,26,0,train
both,1,518,96,0,train
both,1,193,67,0,train
both,1,271,110,0,train
both,1,433,117,0,train
both,1,364,105,0,train
both,1,606,52,0,train
both,1,345,38,0,train
both,1,458,86,0,train
both,1,352,8,0,train
both,1,344,55,0,train
both,1,537,109,0,train
both,1,154,31,0,train
both,1,483,101,0,train
both,1,159,112,0,train
both,1,374,13,0,train
both,1,389,31,0,train
both,1,250,95,0,train
both,1,605,105,0,train
both,1,449,73,0,train
both,1,284,7,0,train
both,1,518,53,0,train
both,1,362,96,0,train
both,1,111,45,0,train
both,1,169,28,0,train
both,1,337,53,0,train
both,1,52,76,0,train
both,1,173,88,0,train
both,1,612,111,0,train
both,1,226,9,0,train
both,1,557,48,0,train
both,1,445,12,0,train
both,1,241,28,0,train
both,1,42,46,0,train
both,1,476,60,0,train
both,1,382,14,0,train
both,1,556,11,0,train
both,1,560,117,0,train
both,1,198,75,0,train
both,1,265,88,0,train
both,1,521,23,0,train
both,1,448,56,0,train
both,1,3,84,0,train
both,1,230,60,0,train
both,1,297,26,0,train
both,1,288,24,0,train
both,1,191,108,0,train
both,1,317,22,0,train
both,1,178,109,0,train
both,1,282,93,0,train
both,1,321,20,0,train
both,1,370,0,0,train
both,1,150,118,0,train
both,1,122,100,0,train
both,1,470,71,0,train
both,1,384,76,0,train
both,1,106,97,0,train
both,1,425,75,0,train
both,1,330,12,0,train
both,1,425,55,0,train
both,1,342,12,0,train
both,1,268,76,0,train
both,1,393,67,0,train
both,1,292,112,0,train
both,1,551,82,0,train
both,1,242,19,0,train
both,1,594,55,0,train
both,1,496,27,0,train
both,1,169,15,0,train
both,1,106,32,0,train
both,1,14,115,0,train
both,1,274,44,0,train
both,1,25,51,0,train
both,1,538,15,0,train
both,1,34,7,0,train
both,1,170,93,0,train
both,1,40,118,0,train
both,1,528,79,0,train
both,1,450,47,0,train
both,1,324,97,0,train
both,1,75,7,0,train
both,1,270,35,0,train
both,1,264,74,0,train
both,1,563,50,0,train
both,1,373,46,0,train
both,1,599,109,0,train
both,1,136,71,0,train
both,1,241,55,0,train
both,1,321,31,0,train
both,1,51,97,0,train
both,1,535,35,0,train
both,1,376,37,0,train
both,1,313,76,0,train
both,1,32,18,0,train
both,1,318,48,0,train
both,1,555,20,0,train
both,1,409,11,0,train
both,1,201,46,0,train
both,1,333,95,0,train
both,1,22,115,0,train
both,1,137,70,0,train
both,1,35,14,0,train
both,1,263,110,0,train
both,1,229,73,0,train
both,1,541,61,0,train
both,1,107,31,0,train
both,1,12,95,0,train
both,1,566,46,0,train
both,1,429,8,0,train
both,1,588,60,0,train
both,1,373,96,0,train
both,1,323,27,0,train
both,1,99,24,0,train
both,1,146,88,0,train
both,1,579,60,0,train
both,1,201,64,0,train
both,1,252,61,0,train
both,1,83,108,0,train
both,1,476,17,0,train
both,1,570,31,0,train
both,1,266,106,0,train
both,1,595,115,0,train
both,1,417,34,0,train
both,1,333,67,0,train
both,1,17,115,0,train
both,1,368,56,0,train
both,1,458,24,0,train
both,1,126,108,0,train
both,1,295,31,0,train
both,1,343,88,0,train
both,1,237,74,0,train
both,1,432,76,0,train
both,1,557,82,0,train
both,1,236,35,0,train
both,1,180,120,0,train
both,1,510,82,0,train
both,1,395,84,0,train
both,1,504,110,0,train
both,1,428,37,0,train
both,1,452,18,0,train
both,1,505,19,0,train
both,1,543,102,0,train
both,1,555,84,0,train
both,1,253,109,0,train
both,1,569,74,0,train
both,1,342,7,0,train
both,1,117,35,0,train
both,1,279,89,0,train
both,1,404,86,0,train
both,1,199,71,0,train
both,1,22,22,0,train
both,1,171,115,0,train
both,1,185,20,0,train
both,1,150,89,0,train
both,1,21,82,0,train
both,1,5,105,0,train
both,1,271,67,0,train
both,1,449,19,0,train
both,1,237,28,0,train
both,1,364,38,0,train
both,1,106,16,0,train
both,1,564,109,0,train
both,1,337,63,0,train
both,1,330,84,0,train
both,1,306,18,0,train
both,1,251,88,0,train
both,1,491,82,0,train
both,1,126,55,0,train
both,1,18,112,0,train
both,1,79,84,0,train
both,1,8,37,0,train
both,1,115,55,0,train
both,1,361,45,0,train
both,1,199,61,0,train
both,1,374,101,0,train
both,1,207,64,0,train
both,1,305,74,0,train
both,1,604,112,0,train
both,1,447,70,0,train
both,1,580,86,0,train
both,1,489,102,0,train
both,1,424,49,0,train
both,1,297,35,0,train
both,1,440,101,0,train
both,1,79,115,0,train
both,1,308,10,0,train
both,1,593,27,0,train
both,1,401,84,0,train
both,1,265,34,0,train
both,1,271,80,0,train
both,1,274,38,0,train
both,1,451,28,0,train
both,1,461,28,0,train
both,1,334,19,0,train
both,1,588,44,0,train
both,1,51,17,0,train
both,1,491,2,0,train
both,1,251,17,0,train
both,1,42,9,0,train
both,1,253,20,0,train
both,1,555,35,0,train
both,1,584,51,0,train
both,1,193,47,0,train
both,1,214,84,0,train
both,1,96,96,0,train
both,1,569,27,0,train
both,1,476,80,0,train
both,1,201,117,0,train
both,1,115,93,0,train
both,1,496,44,0,train
both,1,141,108,0,train
both,1,428,53,0,train
both,1,65,95,0,train
both,1,68,2,0,train
both,1,270,71,0,train
both,1,573,118,0,train
both,1,190,106,0,train
both,1,345,29,0,train
both,1,288,111,0,train
both,1,252,38,0,train
both,1,95,40,0,train
both,1,405,75,0,train
both,1,519,100,0,train
both,1,360,109,0,train
both,1,543,89,0,train
both,1,162,64,0,train
both,1,316,12,0,train
both,1,320,28,0,train
both,1,214,27,0,train
both,1,40,32,0,train
both,1,404,84,0,train
both,1,573,94,0,train
both,1,105,49,0,train
both,1,270,95,0,train
both,1,222,50,0,train
both,1,614,108,0,train
both,1,221,120,0,train
both,1,611,95,0,train
both,1,239,76,0,train
both,1,375,34,0,train
both,1,504,59,0,train
both,1,444,9,0,train
both,1,88,56,0,train
both,1,529,61,0,train
both,1,150,35,0,train
both,1,491,75,0,train
both,1,337,45,0,train
both,1,464,10,0,train
both,1,302,108,0,train
both,1,491,100,0,train
both,1,0,119,0,train
both,1,239,7,0,train
both,1,417,61,0,train
both,1,418,93,0,train
both,1,294,37,0,train
both,1,328,71,0,train
both,1,254,76,0,train
both,1,187,75,0,train
both,1,511,80,0,train
both,1,401,88,0,train
both,1,501,61,0,train
both,1,589,31,0,train
both,1,80,79,0,train
both,1,567,61,0,train
both,1,31,12,0,train
both,1,171,63,0,train
both,1,156,15,0,train
both,1,370,12,0,train
both,1,435,49,0,train
both,1,66,51,0,train
both,1,194,113,0,train
both,1,393,23,0,train
both,1,96,88,0,train
both,1,385,118,0,train
both,1,68,120,0,train
both,1,170,48,0,train
both,1,570,100,0,train
both,1,195,113,0,train
both,1,396,13,0,train
both,1,143,119,0,train
both,1,445,97,0,train
both,1,68,43,0,train
both,1,306,106,0,train
both,1,178,77,0,train
both,1,106,120,0,train
both,1,387,118,0,train
both,1,143,109,0,train
both,1,531,7,0,train
both,1,288,38,0,train
both,1,600,44,0,train
both,1,222,20,0,train
both,1,379,12,0,train
both,1,166,49,0,train
both,1,416,38,0,train
both,1,612,50,0,train
both,1,416,67,0,train
both,1,15,51,0,train
both,1,433,15,0,train
both,1,44,24,0,train
both,1,255,60,0,train
both,1,91,14,0,train
both,1,370,120,0,train
both,1,412,50,0,train
both,1,65,57,0,train
both,1,416,111,0,train
both,1,590,106,0,train
both,1,445,113,0,train
both,1,521,43,0,train
both,1,600,46,0,train
both,1,385,117,0,train
both,1,458,45,0,train
both,1,37,53,0,train
both,1,322,98,0,train
both,1,382,100,0,train
both,1,443,117,0,train
both,1,483,37,0,train
both,1,89,27,0,train
both,1,123,109,0,train
both,1,357,105,0,train
both,1,108,34,0,train
both,1,502,59,0,train
both,1,475,43,0,train
both,1,165,89,0,train
both,1,468,42,0,train
both,1,403,105,0,train
both,1,138,76,0,train
both,1,385,49,0,train
both,1,571,117,0,train
both,1,466,0,0,train
both,1,240,115,0,train
both,1,108,84,0,train
both,1,316,42,0,train
both,1,31,24,0,train
both,1,65,88,0,train
both,1,52,29,0,train
both,1,497,13,0,train
both,1,391,12,0,train
both,1,363,120,0,train
both,1,478,89,0,train
both,1,84,111,0,train
both,1,364,57,0,train
both,1,487,59,0,train
both,1,252,82,0,train
both,1,455,7,0,train
both,1,588,61,0,train
both,1,223,45,0,train
both,1,282,21,0,train
both,1,406,75,0,train
both,1,378,16,0,train
both,1,601,37,0,train
both,1,236,77,0,train
both,1,548,37,0,train
both,1,254,12,0,train
both,1,391,81,0,train
both,1,68,28,0,train
both,1,547,46,0,train
both,1,83,52,0,train
both,1,96,102,0,train
both,1,193,115,0,train
both,1,270,8,0,train
both,1,224,67,0,train
both,1,502,82,0,train
both,1,127,49,0,train
both,1,83,95,0,train
both,1,551,73,0,train
both,1,352,87,0,train
both,1,69,31,0,train
both,1,451,57,0,train
both,1,511,87,0,train
both,1,432,109,0,train
both,1,582,89,0,train
both,1,199,64,0,train
both,1,500,17,0,train
both,1,357,74,0,train
both,1,606,106,0,train
both,1,171,53,0,train
both,1,279,115,0,train
both,1,146,82,0,train
both,1,28,15,0,train
both,1,513,111,0,train
both,1,484,13,0,train
both,1,189,108,0,train
both,1,4,21,0,train
both,1,422,70,0,train
both,1,67,5,0,train
both,1,239,105,0,train
both,1,153,19,0,train
both,1,45,4,0,train
both,1,501,73,0,train
both,1,156,37,0,train
both,1,183,51,0,train
both,1,17,26,0,train
both,1,477,77,0,train
both,1,538,48,0,train
both,1,427,24,0,train
both,1,397,18,0,train
both,1,551,88,0,train
both,1,446,23,0,train
both,1,102,10,0,train
both,1,108,93,0,train
both,1,434,112,0,train
both,1,324,46,0,train
both,1,358,34,0,train
both,1,287,62,0,train
both,1,92,82,0,train
both,1,582,21,0,train
both,1,510,31,0,train
both,1,143,51,0,train
both,1,69,73,0,train
both,1,505,48,0,train
both,1,405,34,0,train
both,1,459,101,0,train
both,1,113,31,0,train
both,1,348,112,0,train
both,1,162,76,0,train
both,1,211,74,0,train
both,1,454,31,0,train
both,1,4,73,0,train
both,1,538,27,0,train
both,1,563,57,0,train
both,1,266,93,0,train
both,1,475,56,0,train
both,1,536,28,0,train
both,1,455,74,0,train
both,1,496,25,0,train
both,1,412,42,0,train
both,1,599,34,0,train
both,1,316,17,0,train
both,1,253,40,0,train
both,1,92,79,0,train
both,1,407,15,0,train
both,1,497,102,0,train
both,1,299,57,0,train
both,1,156,50,0,train
both,1,14,18,0,train
both,1,111,40,0,train
both,1,283,26,0,train
both,1,434,93,0,train
both,1,62,71,0,train
both,1,138,30,0,train
both,1,541,113,0,train
both,1,202,73,0,train
both,1,424,67,0,train
both,1,373,75,0,train
both,1,316,71,0,train
both,1,326,50,0,train
both,1,395,51,0,train
both,1,246,117,0,train
both,1,421,88,0,train
both,1,475,94,0,train
both,1,620,98,0,train
both,1,555,22,0,train
both,1,538,101,0,train
both,1,137,56,0,train
both,1,139,88,0,train
both,1,190,9,0,train
both,1,113,88,0,train
both,1,26,84,0,train
both,1,543,55,0,train
both,1,33,112,0,train
both,1,348,93,0,train
both,1,216,43,0,train
both,1,289,71,0,train
both,1,96,113,0,train
both,1,1,17,0,train
both,1,46,47,0,train
both,1,99,89,0,train
both,1,549,79,0,train
both,1,18,76,0,train
both,1,323,112,0,train
both,1,32,117,0,train
both,1,64,10,0,train
both,1,495,63,0,train
both,1,75,9,0,train
both,1,321,48,0,train
both,1,559,105,0,train
both,1,363,2,0,train
both,1,443,44,0,train
both,1,185,11,0,train
both,1,328,35,0,train
both,1,51,118,0,train
both,1,128,44,0,train
both,1,256,86,0,train
both,1,53,87,0,train
both,1,378,32,0,train
both,1,365,45,0,train
both,1,620,95,0,train
both,1,375,60,0,train
both,1,439,95,0,train
both,1,173,62,0,train
both,1,468,74,0,train
both,1,519,73,0,train
both,1,12,48,0,train
both,1,401,16,0,train
both,1,381,23,0,train
both,1,156,63,0,train
both,1,285,111,0,train
both,1,590,117,0,train
both,1,183,23,0,train
both,1,16,86,0,train
both,1,275,48,0,train
both,1,531,89,0,train
both,1,9,94,0,train
both,1,71,11,0,train
both,1,389,42,0,train
both,1,242,44,0,train
both,1,422,108,0,train
both,1,100,81,0,train
both,1,563,49,0,train
both,1,191,79,0,train
both,1,283,86,0,train
both,1,587,4,0,train
both,1,521,74,0,train
both,1,168,16,0,train
both,1,583,82,0,train
both,1,601,28,0,train
both,1,557,38,0,train
both,1,443,50,0,train
both,1,397,37,0,train
both,1,480,55,0,train
both,1,510,13,0,train
both,1,88,77,0,train
both,1,152,18,0,train
both,1,562,47,0,train
both,1,347,57,0,train
both,1,105,67,0,train
both,1,318,42,0,train
both,1,403,63,0,train
both,1,120,110,0,train
both,1,256,89,0,train
both,1,108,35,0,train
both,1,535,95,0,train
both,1,31,25,0,train
both,1,141,40,0,train
both,1,312,19,0,train
both,1,615,45,0,train
both,1,337,105,0,train
both,1,91,20,0,train
both,1,117,94,0,train
both,1,511,106,0,train
both,1,317,112,0,train
both,1,14,49,0,train
both,1,99,7,0,train
both,1,549,34,0,train
both,1,108,37,0,train
both,1,83,2,0,train
both,1,93,42,0,train
both,1,345,77,0,train
both,1,389,21,0,train
both,1,312,34,0,train
both,1,360,67,0,train
both,1,493,29,0,train
both,1,468,115,0,train
both,1,160,97,0,train
both,1,386,100,0,train
both,1,380,94,0,train
both,1,369,76,0,train
both,1,270,16,0,train
both,1,52,49,0,train
both,1,589,119,0,train
both,1,40,86,0,train
both,1,293,35,0,train
both,1,595,24,0,train
both,1,73,62,0,train
both,1,582,67,0,train
both,1,337,110,0,train
both,1,7,60,0,train
both,1,79,76,0,train
both,1,359,94,0,train
both,1,45,109,0,train
both,1,499,8,0,train
both,1,41,59,0,train
both,1,287,63,0,train
both,1,588,42,0,train
both,1,516,53,0,train
both,1,48,57,0,train
both,1,68,1,0,train
both,1,413,93,0,train
both,1,87,17,0,train
both,1,283,0,0,train
both,1,236,8,0,train
both,1,579,10,0,train
both,1,123,84,0,train
both,1,251,53,0,train
both,1,582,120,0,train
both,1,201,44,0,train
both,1,46,73,0,train
both,1,201,120,0,train
both,1,417,98,0,train
both,1,189,64,0,train
both,1,51,101,0,train
both,1,379,61,0,train
both,1,421,77,0,train
both,1,525,93,0,train
both,1,93,17,0,train
both,1,435,27,0,train
both,1,257,100,0,train
both,1,410,108,0,train
both,1,519,1,0,train
both,1,61,113,0,train
both,1,423,108,0,train
